cue,direction,practice_block_loop.thisRepN,practice_block_loop.thisTrialN,practice_block_loop.thisN,practice_block_loop.thisIndex,main_blocks_loop.thisRepN,main_blocks_loop.thisTrialN,main_blocks_loop.thisN,main_blocks_loop.thisIndex,instruction_keyboard_response.started,static_isi.started,fixation_pre.started,fixation_pre.stopped,image.started,image.stopped,fixation_post.started,fixation_post.stopped,dots_background.started,dots_stimulus.started,dots_keyboard_response.started,dots_keyboard_response.keys,dots_keyboard_response.rt,feedback_text.started,feedback_text.stopped,instruction_main_text.started,instruction_main_keyboard_response.started,instruction_main_keyboard_response.keys,instruction_main_keyboard_response.rt,dots_background.stopped,dots_stimulus.stopped,dots_keyboard_response.stopped,debriefing_keyboard_response.started,Pseudonym,date,expName,psychopyVersion,frameRate,
none,left,,,,,0,64,64,58,,-0.005647125000450615,354.133085125,354.2266688750001,354.2266688750001,354.7302831249999,355.2139502499999,356.21088662500006,356.21088662500006,356.21088662500006,356.21088662500006,f,2.333940583000185,358.560192209,359.05321525,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,0,65,65,63,,-0.007884083000135433,359.5553948749998,360.35757458399985,360.35757458399985,360.8557298749997,361.3400578339997,362.33704529199986,362.33704529199986,362.33704529199986,362.33704529199986,f,2.341180500000064,364.6981900420001,365.1863159169998,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,0,66,66,0,,-0.006923749999714346,365.68992716699995,366.0340756669998,366.0340756669998,366.527640625,367.0219690839999,368.2208535,368.2208535,368.2208535,368.2208535,f,1.71092091599985,369.95133024999996,370.4474593340001,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,right,,,,,0,67,67,35,,-0.002548415999626741,370.9424369999997,371.0356059999999,371.0356059999999,371.53980116699995,372.0229724169999,373.0205437499999,373.0205437499999,373.0205437499999,373.0205437499999,f,2.156359873999918,375.18875183399996,375.68829174999973,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,0,68,68,11,,-2.5583000024198554e-05,376.18445170899986,376.97994554199977,376.97994554199977,377.4775331249998,377.96155437499965,378.95272054199995,378.95272054199995,378.95272054199995,378.95272054199995,f,1.488987540999915,380.457389959,380.95440362499994,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,0,69,69,54,,-0.001664040999912686,381.4512801669998,382.25095516700003,382.25095516700003,382.7445355,383.2337051249997,384.2319240419997,384.2319240419997,384.2319240419997,384.2319240419997,f,1.7919429990001845,386.0358974169999,386.52776029200004,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,0,70,70,79,,-0.004295250000268425,387.02925712499973,387.1208328339999,387.1208328339999,387.6152901249998,388.11040220899986,389.30741158399996,389.30741158399996,389.30741158399996,389.30741158399996,f,1.8090863750003336,391.1291178749998,391.6261845419999,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,0,71,71,53,,-0.0022783750000598957,392.12243954199994,392.2163626249999,392.2163626249999,392.7193332920001,393.210929459,394.40803320899977,394.40803320899977,394.40803320899977,394.40803320899977,f,1.4733788329999697,395.89838195899983,396.391842,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,0,72,72,68,,-0.004257874999893829,396.8925817919999,397.688135334,397.688135334,398.18586695899967,398.6695104999999,399.6625013749999,399.6625013749999,399.6625013749999,399.6625013749999,f,1.287625707999723,400.96738266700004,401.4604777499999,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,0,73,73,8,,-0.0013642909998452524,401.960612417,402.3065248749999,402.3065248749999,402.8021333749998,403.2913348339998,404.2869398339999,404.2869398339999,404.2869398339999,404.2869398339999,f,1.5578615000003992,405.8643402499997,,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,0,74,74,12,,0.0027484170000207087,406.86398545899965,407.6640681250001,407.6640681250001,408.1613713749998,408.6497570839997,409.65154512499976,409.65154512499976,409.65154512499976,409.65154512499976,f,0.7434745000000476,410.40701599999966,410.897775209,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,0,75,75,70,,-0.008034250000036991,411.401787584,411.7518166249997,411.7518166249997,412.2449838749999,412.736970209,413.7315906670001,413.7315906670001,413.7315906670001,413.7315906670001,j,1.2668538739999349,415.0124946669998,415.50288950000004,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,right,,,,,0,76,76,29,,-0.006588125000234868,416.00166316700006,416.09250462499995,416.09250462499995,416.60267087500006,417.07818287500004,418.0736382089999,418.0736382089999,418.0736382089999,418.0736382089999,j,1.0137473740001042,419.093509625,419.58587958399994,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,0,77,77,55,,-0.00833550000015748,420.08904108399975,420.4343241669999,420.4343241669999,420.92835620899996,421.42488216699985,422.6222333749997,422.6222333749997,422.6222333749997,422.6222333749997,f,2.2015785829999004,424.83609099999967,425.3313445419999,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,0,78,78,46,,-0.007734958000128245,425.8260445000001,425.91831379199994,425.91831379199994,426.421756792,426.90252062499985,427.8946370419999,427.8946370419999,427.8946370419999,427.8946370419999,f,1.821244624999963,429.72818745899986,430.22155945899976,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,0,79,79,67,,-0.007696000000123604,430.718724417,430.81314812499977,430.81314812499977,431.31216708400007,431.80570337499967,432.800520709,432.800520709,432.800520709,432.800520709,j,1.2196865830001116,434.04120520900005,434.53980141700004,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,1,0,80,4,,-0.0024469160002809076,435.0345189999998,435.83642062499985,435.83642062499985,436.33488741699966,436.81853524999997,437.817983334,437.817983334,437.817983334,437.817983334,f,0.20602224999993268,438.0406952919998,438.53330712499974,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,1,1,81,14,,-0.00766079200002423,439.03118216699977,439.83249958399983,439.83249958399983,440.3291842089998,440.8144361669997,442.00830208399975,442.00830208399975,442.00830208399975,442.00830208399975,f,1.0142556669998157,443.03164375000006,443.52737391699975,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,1,2,82,77,,-0.00811375000012049,444.02201912500004,444.11458054199966,444.11458054199966,444.613192542,445.0989798749997,446.2915523749998,446.2915523749998,446.2915523749998,446.2915523749998,j,1.5045184999999037,447.80801866699994,448.30262645899984,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,3,83,52,,-0.007376125000064349,448.7973338339998,448.8889617919999,448.8889617919999,449.38885087499966,449.8764729999998,451.0736986249999,451.0736986249999,451.0736986249999,451.0736986249999,f,1.3011916239997845,452.3831530839998,452.874366,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,4,84,44,,-0.010911832999681792,453.378174209,453.4693794589998,453.4693794589998,453.9711177089998,454.4545294169998,455.650064292,455.650064292,455.650064292,455.650064292,f,1.7673440409998875,457.43399829200007,457.92274508399987,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,right,,,,,1,5,85,33,,-0.007600624999668071,458.4284313339999,458.5238039589999,458.5238039589999,459.03096137500006,459.50341204200004,460.696771292,460.696771292,460.696771292,460.696771292,j,1.4352244579999933,462.1455196249999,462.6359380839999,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,1,6,86,70,,-0.0067649590000655735,463.1398066669999,463.942251209,463.942251209,464.44295349999993,464.9248615419997,466.123636625,466.123636625,466.123636625,466.123636625,j,2.2954239159998906,468.42772383400006,468.9202501249997,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,1,7,87,9,,-0.0041984160002357385,469.42113541699973,469.52299545899996,469.52299545899996,470.0163615419997,470.5113366669998,471.70814174999987,471.70814174999987,471.70814174999987,471.70814174999987,f,1.982571999999891,473.69835624999996,474.1927430420001,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,left,,,,,1,8,88,38,,-0.009840875000008964,474.6895022089998,475.48965983399967,475.48965983399967,475.987605667,476.47920108399967,477.474778709,477.474778709,477.474778709,477.474778709,f,1.3945832499998687,478.8820583339998,479.37351012499994,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,9,89,46,,-0.004981084000064584,479.8743799589997,479.9691183340001,479.9691183340001,480.4753922919999,480.9568802499998,482.15365645899965,482.15365645899965,482.15365645899965,482.15365645899965,f,2.335935290999714,484.50333762499986,484.9947153339999,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,right,,,,,1,10,90,24,,-0.004362374999800522,485.4953827919999,486.2949530000001,486.2949530000001,486.7918867499998,487.27906837499995,488.4752682499998,488.4752682499998,488.4752682499998,488.4752682499998,j,1.2381809580001573,489.7245278749997,490.2157488339999,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,1,11,91,2,,-0.005542290999983379,490.71637624999994,490.8177290419999,490.8177290419999,491.31653937500005,491.80442320899965,492.79488616699973,492.79488616699973,492.79488616699973,492.79488616699973,f,1.0266157910000402,493.84044975000006,494.33987416699983,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,1,12,92,68,,-0.003273208999871713,494.83472945899985,495.6329296250001,495.6329296250001,496.1315559169998,496.6216802499998,497.6129257919997,497.6129257919997,497.6129257919997,497.6129257919997,j,1.3668805420002172,498.985578625,499.4808843339997,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,1,13,93,5,,-0.011189416999968671,499.97627091699997,500.07675333399993,500.07675333399993,500.5737398749998,501.06002229199976,502.0538784999999,502.0538784999999,502.0538784999999,502.0538784999999,f,1.6215285419998509,503.6869016669998,504.1806710840001,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,14,94,51,,-0.008851832999880571,504.67628937499967,505.47241804199984,505.47241804199984,505.97100420900006,506.4541157919998,507.6461085420001,507.6461085420001,507.6461085420001,507.6461085420001,f,1.2840492489999633,508.9453751249998,509.4371714589997,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,15,95,49,,-0.007147208999867871,509.93563083399977,510.0290464589998,510.0290464589998,510.5296052499998,511.0142921669999,512.2062625839999,512.2062625839999,512.2062625839999,512.2062625839999,f,1.527511291999872,513.7442328749999,514.2355863339999,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,right,,,,,1,16,96,34,,-0.0054653329998473055,514.7352782089997,514.8303194589998,514.8303194589998,515.3302268339999,515.8125212499999,516.805361709,516.805361709,516.805361709,516.805361709,j,1.0786999580000156,517.8950500420001,518.3860603339999,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,17,97,54,,-0.007244249999985186,518.885157875,519.2309371669999,519.2309371669999,519.7312659589998,520.2235022919999,521.4154548749998,521.4154548749998,521.4154548749998,521.4154548749998,f,0.8255416669999249,522.2536167919998,522.7449812499999,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,18,98,48,,-0.006841375000021799,523.2434685419998,523.5911854999999,523.5911854999999,524.0904702089997,524.5745164999998,525.5709474589999,525.5709474589999,525.5709474589999,525.5709474589999,f,1.5045425409998643,527.0870584589998,527.578146625,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,19,99,42,,-0.005636500000036904,528.0821813339999,528.1807490419997,528.1807490419997,528.6834274590001,529.1724247919997,530.3664652919997,530.3664652919997,530.3664652919997,530.3664652919997,f,1.5126284170000872,531.891622959,532.3819363339999,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,1,20,100,10,,-0.005804166999951121,532.8827662089998,533.683497167,533.683497167,534.1820062090001,534.6627347499998,535.6542666249998,535.6542666249998,535.6542666249998,535.6542666249998,j,1.5545664579999539,537.2214422499997,537.7114837499998,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,1,21,101,69,,-0.004807917000107409,538.2129843339999,538.3067531249999,538.3067531249999,538.8127370419998,539.291836375,540.4842116669997,540.4842116669997,540.4842116669997,540.4842116669997,j,1.7437667079998391,542.2452912499998,542.7436130419997,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,right,,,,,1,22,102,21,,-0.0010250830000586575,543.2400642499997,543.3350544589998,543.3350544589998,543.8378687919999,544.3268846249998,545.326255125,545.326255125,545.326255125,545.326255125,j,1.2928092499996637,546.6315589589999,547.1244079170001,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,left,,,,,1,23,103,39,,-0.004051290999996127,547.6262190839998,547.9718322919998,547.9718322919998,548.4732344999998,548.9619498749998,550.1566334589997,550.1566334589997,550.1566334589997,550.1566334589997,j,1.2649279580000439,551.4404912499999,,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,right,,,,,1,24,104,22,,0.0020670839999183954,552.4374290000001,552.7861279169997,552.7861279169997,553.2809673339998,553.7740927089999,554.965594625,554.965594625,554.965594625,554.965594625,j,1.7075409580002088,556.6853027090001,557.1742274169997,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,1,25,105,8,,-0.006657333000021026,557.6809349169998,557.7776157919998,557.7776157919998,558.2743075839999,558.764120625,559.9578634999998,559.9578634999998,559.9578634999998,559.9578634999998,f,1.7899547080000957,561.7586590420001,562.2488384999997,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,1,26,106,65,,-0.006508665999717778,562.7548206249999,562.8487465419998,562.8487465419998,563.3568513749997,563.8382347920001,564.8353253749997,564.8353253749997,564.8353253749997,564.8353253749997,j,0.9540227080001387,565.8000753749998,566.290614084,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,1,27,107,62,,-0.007149999999910506,566.7973776670001,567.5942199169999,567.5942199169999,568.0926898749999,568.589661,569.7831002089997,569.7831002089997,569.7831002089997,569.7831002089997,f,1.122500874999787,570.9167710839997,571.4115979999997,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,1,28,108,72,,-0.007226290999824414,571.9070377089997,572.0013719589997,572.0013719589997,572.5049184169998,572.9891815000001,574.1862794999997,574.1862794999997,574.1862794999997,574.1862794999997,j,0.9938431670002501,575.192339834,575.682492375,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,1,29,109,61,,-0.005250582999906328,576.1833867089999,576.5335902920001,576.5335902920001,577.0312079999999,577.5177748749998,578.5139455839999,578.5139455839999,578.5139455839999,578.5139455839999,j,0.21158233300002394,578.7364371250001,579.2287379169998,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,right,,,,,1,30,110,27,,-0.004787084000327013,579.7297987090001,580.5265495419999,580.5265495419999,581.0294832499999,581.5154237500001,582.508223625,582.508223625,582.508223625,582.508223625,j,0.39127966699970784,582.9149788750001,583.4073315420001,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,1,31,111,73,,-0.0063708749999022984,583.914049042,584.709986584,584.709986584,585.2094435839999,585.6921877919999,586.6920153749998,586.6920153749998,586.6920153749998,586.6920153749998,j,0.22174712500009264,586.9248673749998,587.4156721249997,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,1,32,112,78,,-0.006828624999798194,587.921082375,588.269203625,588.269203625,588.768857042,589.258505667,590.4509694999997,590.4509694999997,590.4509694999997,590.4509694999997,j,0.13526349999983722,590.5986160839998,591.093151,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,right,,,,,1,33,113,31,,-0.006902791999891633,591.5892718340001,591.9395492089998,591.9395492089998,592.4384923749999,592.9200774589999,594.1110317499997,594.1110317499997,594.1110317499997,594.1110317499997,j,1.6355937499997708,595.7573333339997,596.2510647919999,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,1,34,114,75,,-0.00929908299985982,596.748689084,597.0928292089998,597.0928292089998,597.5923223750001,598.0744931669997,599.267767709,599.267767709,599.267767709,599.267767709,j,1.1123907080000208,600.3917732499999,600.8862047919997,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,35,115,47,,-0.008399249999911262,601.3820444170001,602.1761880839999,602.1761880839999,602.6740597089997,603.1718661669997,604.3677507919997,604.3677507919997,604.3677507919997,604.3677507919997,f,1.756079833000058,606.1334562919997,606.6237741669997,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,1,36,116,0,,-0.007679875000121683,607.1274937089997,607.9299966250001,607.9299966250001,608.4241726669998,608.9081929999998,609.9003937919997,609.9003937919997,609.9003937919997,609.9003937919997,j,1.4950020410001343,611.408666584,,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,1,37,117,12,,0.00235870899996371,612.407641709,612.7486307499998,612.7486307499998,613.245619417,613.7328394169999,614.9287708339998,614.9287708339998,614.9287708339998,614.9287708339998,j,0.8824722079998537,615.8207565419998,616.3118102499998,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,38,118,50,,-0.007024708000244573,616.8152234999998,617.6156356249999,617.6156356249999,618.1176055000001,618.6024767499998,619.5959889999999,619.5959889999999,619.5959889999999,619.5959889999999,f,1.6041684169999826,621.2156167089997,,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,39,119,45,,0.0018197499998677813,622.2117101670001,622.556948209,622.556948209,623.0490744589997,623.5501582500001,624.5414136249997,624.5414136249997,624.5414136249997,624.5414136249997,None,,629.5261271669997,630.0264837089999,,,,,627.0414959999998,627.0414959999998,627.0414959999998,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,40,120,43,,-0.01567795799974192,630.5267732499997,630.6169131669999,630.6169131669999,631.121072209,631.6090827089997,632.6020826250001,632.6020826250001,632.6020826250001,632.6020826250001,f,0.9143039159998807,633.5294994169999,,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,right,,,,,1,41,121,17,,0.0021574580000560672,634.5267721249998,634.8703169589999,634.8703169589999,635.4150473750001,635.8649732919998,637.0611795,637.0611795,637.0611795,637.0611795,j,1.2339697490001527,638.3041979999998,638.804398625,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,42,122,53,,0.0015511669998886646,639.3060722499999,639.401786375,639.401786375,639.9028338749999,640.3898382919997,641.3827029169997,641.3827029169997,641.3827029169997,641.3827029169997,f,1.1350582079999185,642.5247062089998,643.023643167,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,1,43,123,67,,-0.0015891670000200975,643.5238251669998,644.3226943750001,644.3226943750001,644.8223057089999,645.3111274590001,646.5036344589998,646.5036344589998,646.5036344589998,646.5036344589998,j,0.4165534160001698,646.9291297919999,647.424048417,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,1,44,124,15,,-0.008085791999747016,647.9184168749998,648.011869084,648.011869084,648.5151855839999,649.0009439169999,650.1964272089999,650.1964272089999,650.1964272089999,650.1964272089999,f,0.8233342489997995,651.0286807499997,651.5226378749999,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,right,,,,,1,45,125,32,,-0.00804591700034507,652.0183245419998,652.8202015419997,652.8202015419997,653.3176721669997,653.8114740000001,654.80427775,654.80427775,654.80427775,654.80427775,j,0.786347749000015,655.6053579589998,656.0946599999997,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,46,126,41,,-0.009400541000104568,656.5977191669999,656.7001057919997,656.7001057919997,657.198620875,657.6864447499997,658.6801632500001,658.6801632500001,658.6801632500001,658.6801632500001,f,0.5692125410000699,659.261806167,659.7537926249997,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,right,,,,,1,47,127,35,,-0.0035156250000909495,660.255183792,661.058161209,661.058161209,661.5487647089999,662.0361883339997,663.033298625,663.033298625,663.033298625,663.033298625,f,0.19264391700016859,663.242118917,663.732242042,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,48,128,59,,-0.005858791999798996,664.232655459,664.3328798339999,664.3328798339999,664.8341989999999,665.3232431249999,666.5208171669997,666.5208171669997,666.5208171669997,666.5208171669997,f,0.7637262499997632,667.2952856249999,667.789247875,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,left,,,,,1,49,129,37,,-0.007559041000149591,668.2850270839999,668.3779626669998,668.3779626669998,668.88433725,669.3632257499999,670.5581242919998,670.5581242919998,670.5581242919998,670.5581242919998,j,0.226309707999917,670.7960962090001,671.2907290839998,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,right,,,,,1,50,130,16,,-0.006888791999699606,671.785485459,672.5810073339999,672.5810073339999,673.0804492089997,673.5774067499997,674.7731105839998,674.7731105839998,674.7731105839998,674.7731105839998,j,2.0266012500001125,676.8138417499999,677.304181,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,1,51,131,60,,-0.004976833999990049,677.8038044999998,678.6051482089997,678.6051482089997,679.1047536669998,679.597051709,680.5919175839999,680.5919175839999,680.5919175839999,680.5919175839999,j,1.4421594160003224,682.0484987089999,682.543746417,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,1,52,132,71,,-0.007079915999838704,683.039569,683.3897942919998,683.3897942919998,683.8852822499998,684.381122834,685.374692375,685.374692375,685.374692375,685.374692375,f,1.2223438330001954,686.6122797499997,687.107617875,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,1,53,133,63,,-2.0124999991821824e-05,687.6077304169999,688.4058319999999,688.4058319999999,688.905828167,689.3937098749998,690.388498584,690.388498584,690.388498584,690.388498584,j,1.0371199579999484,691.437074292,691.9311404999999,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,right,,,,,1,54,134,26,,-0.005529915999886725,692.4266444999998,693.2234585419997,693.2234585419997,693.7250627499998,694.2110016669999,695.2035074589999,695.2035074589999,695.2035074589999,695.2035074589999,j,1.0745177910002894,696.2883510839997,696.778376834,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,1,55,135,7,,-0.007622667000305228,697.2816700839999,697.3788490839997,697.3788490839997,697.881541792,698.367598417,699.362533,699.362533,699.362533,699.362533,f,0.9868475409998609,700.361784834,700.8531281669998,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,right,,,,,1,56,136,30,,-0.0074035409998032264,701.3562306670001,701.7001826669998,701.7001826669998,702.2008907919999,702.6832184999998,703.6799315839999,703.6799315839999,703.6799315839999,703.6799315839999,j,0.9379883749998044,704.6296502499999,705.1284775839999,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,right,,,,,1,57,137,23,,-0.0001991249996535771,705.6266959169998,705.976472625,705.976472625,706.4760580839998,706.9568909169998,707.9542572089999,707.9542572089999,707.9542572089999,707.9542572089999,j,0.8837127080000755,708.843555084,709.3368501669997,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,1,58,138,66,,-0.008329624999987573,709.8393048749999,709.930872375,709.930872375,710.4290919169998,710.920921417,711.9130861250001,711.9130861250001,711.9130861250001,711.9130861250001,j,1.1981296660001135,713.1220665420001,,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,1,59,139,11,,0.0024171660002139106,714.1218132499998,714.4738635839999,714.4738635839999,714.9671297919999,715.4553808339997,716.4540178339998,716.4540178339998,716.4540178339998,716.4540178339998,f,1.6799297079996904,718.1512511669998,,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,60,140,56,,0.0029815829998369736,719.1510221670001,719.2498896249999,719.2498896249999,719.7503557499999,720.2362762499997,721.4293633339998,721.4293633339998,721.4293633339998,721.4293633339998,j,1.261624123999809,722.710476709,723.2010196669999,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,1,61,141,3,,-0.002373207999880833,723.702181917,724.49699925,724.49699925,724.995082125,725.4788242089999,726.470652042,726.470652042,726.470652042,726.470652042,f,1.2066090830003304,727.6909379999997,,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,62,142,58,,0.002663374999883672,728.6892550839998,728.7810220419997,728.7810220419997,729.2740360839998,729.771313834,730.7677008339997,730.7677008339997,730.7677008339997,730.7677008339997,f,1.4819779579997885,732.2670655839997,,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,63,143,55,,0.005144166999798472,733.269714084,733.3626037499998,733.3626037499998,733.867403834,734.354966375,735.3499569999999,735.3499569999999,735.3499569999999,735.3499569999999,f,1.5599483329997383,736.9203232919999,737.4155139589998,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
